tokenid,pageid,title,wordcount,image_url,image_name,extract
10,7818989,List of countries by spoken languages,138909,,,"
This list shows countries/disputed countries organised by the languages which are spoken there.
"
11,405385,List of languages by number of native speakers,31352,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Human_Language_Families.png/50px-Human_Language_Families.png,Human_Language_Families.png,"





This article ranks human languages by their number of native speakers.
However, all such rankings should be used with caution, because it is not possible to devise a coherent set of linguistic criteria for distinguishing languages in a dialect continuum.
For example, a language is often defined as a set of varieties that are mutually intelligible, but independent national standard languages may be considered to be separate languages even though they are largely mutually intelligible, as in the case of Danish and Norwegian.
Conversely, many commonly accepted languages, including German, Italian and even English, encompass varieties that are not mutually intelligible.
While Arabic is sometimes considered a single language centred on Modern Standard Arabic, other authors describe its mutually unintelligible varieties as separate languages.
Similarly, Chinese is sometimes viewed as a single language because of a shared culture and common literary language.
It is also common to describe various Chinese dialect groups, such as Mandarin, Wu and Yue, as languages, even though each of these groups contains many mutually unintelligible varieties.There are also difficulties in obtaining reliable counts of speakers, which vary over time because of population change and language shift.
In some areas, there is no reliable census data, the data is not current, or the census may not record languages spoken, or record them ambiguously.
Sometimes speaker populations are exaggerated for political reasons, or speakers of minority languages may be under-reported in favour of a national language."
12,15717661,List of languages by total number of speakers,14521,,,"This is an approximate list of languages by the total number of speakers. It lists 34 languages having more than 45 million speakers.
Lists such as these should be used with caution, for the following reasons:

First, it is difficult to define exactly what constitutes a language as opposed to a dialect. For example, some languages, including Chinese and Arabic, cover several mutually unintelligible varieties and are sometimes considered single languages and sometimes language families. Conversely, colloquial registers of Hindi and Urdu are almost completely mutually intelligible, so they are sometimes classified as one language, Hindustani, instead of two separate languages.Second, there is no single criterion for how much knowledge is sufficient to be counted as a second-language speaker. For example, English has about 400 million native speakers but, depending on the criterion chosen, can be said to have as many as 2 billion speakers.There are also difficulties in obtaining reliable counts of speakers, which vary over time because of population change and language shift.
In some areas, there is no reliable census data, the data is not current, or the census may not record languages spoken, or record them ambiguously.
Sometimes speaker populations are exaggerated for political reasons, or speakers of minority languages may be under-reported in favour of a national language.
However, all such rankings should be used with caution, because it is not possible to devise a coherent set of linguistic criteria for distinguishing languages in a dialect continuum.


"
13,587838,Lists of languages by number of speakers,441,,,"There are two lists of languages which are sorted by number of speakers.

List of languages by number of native speakers records the number of first language speakers
List of languages by total number of speakers records the number of first and second language speakers"
14,23915,Portuguese language,122717,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Map_of_the_portuguese_language_in_the_world.svg/50px-Map_of_the_portuguese_language_in_the_world.svg.png,Map_of_the_portuguese_language_in_the_world.svg,"



Portuguese (<i lang=""pt"" title=""Portuguese language text"">português or, in full, <i lang=""pt"" title=""Portuguese language text"">língua portuguesa) is a Western Romance language originating in the Iberian Peninsula of Europe. It is the sole official language of Portugal, Brazil, Cape Verde, Guinea-Bissau, Mozambique, Angola and São Tomé and Príncipe. It also has co-official language status in East Timor, Equatorial Guinea and Macau. A Portuguese-speaking person or nation is referred to as ""Lusophone"" (Lusófono). As the result of expansion during colonial times, a cultural presence of Portuguese and Portuguese creole speakers are also found around the world.Portuguese is part of the Ibero-Romance group that evolved from several dialects of Vulgar Latin in the medieval Kingdom of Galicia and the County of Portugal, and has kept some Celtic phonology and lexicon. With approximately 215 to 220 million native speakers and 270 million total speakers, Portuguese is usually listed as the sixth most natively spoken language in the world. It is also the third-most spoken European language in the world in terms of native speakers. Being the most widely spoken language in South America and all of the Southern Hemisphere, it's also the second-most spoken language, after Spanish, in Latin America, one of the 10 most spoken languages in Africa and is an official language of the European Union, Mercosur, OAS, ECOWAS and the African Union. The Community of Portuguese Language Countries is an international organization made up of all of the world's officially Lusophone nations.



"
15,25044,Punjabi language,82348,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Punjabi_example.svg/32px-Punjabi_example.svg.png,Punjabi_example.svg,"
 

Punjabi (Mahajani: 𑅨𑅧𑅛𑅐𑅪𑅑, Takri: 𑚞𑚫𑚑𑚭𑚠𑚯, Devanagari: पंजाबी, Gurmukhi: ਪੰਜਾਬੀ, Shahmukhi: <span dir=""rtl"" title=""Nastaliq"">پن٘جابی ; Punjabi pronunciation: <span title=""Representation in the International Phonetic Alphabet (IPA)"">[pənˈdʒaːbːi]; sometimes spelled Panjabi) is an Indo-Aryan language with more than 125 million native speakers in the Indian subcontinent and around the world. It is the native language of the Punjabi people, an ethnolinguistic group of the cultural region of Punjab, which encompasses northwest India and eastern Pakistan.
Punjabi is the most widely spoken language in Pakistan, the 11th most widely spoken language in India and the third most-spoken native language in the Indian subcontinent. It is the third most spoken language in the United Kingdom after the native British languages and Polish. It is also the fifth most-spoken native language in Canada after English, French, Mandarin and Cantonese. It is the twenty-sixth most spoken language in the United States, and tenth in Australia.Punjabi is unusual among Indo-European languages in its use of lexical tone; see § Tone below for examples. Gurmukhi is the official script for the language in Punjab, India while Shahmukhi is used in Punjab, Pakistan; other national and local scripts have also been in use historically and currently, as discussed in § Writing systems.



"
16,27699,Sign language,110813,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/ASL_family.jpg/50px-ASL_family.jpg,ASL_family.jpg,"Sign languages (also known as signed languages) are languages that use the visual-manual modality to convey meaning. Sign languages are expressed through manual articulations in combination with non-manual elements. Sign languages are full-fledged natural languages with their own grammar and lexicon. Sign languages are not universal and they are not mutually intelligible with each other, although there are also striking similarities among sign languages.
Linguists consider both spoken and signed communication to be types of natural language, meaning that both emerged through an abstract, protracted aging process and evolved over time without meticulous planning. Sign language should not be confused with body language, a type of nonverbal communication.
Wherever communities of deaf people exist, sign languages have developed as handy means of communication and they form the core of local deaf cultures. Although signing is used primarily by the deaf and hard of hearing, it is also used by hearing individuals, such as those unable to physically speak, those who have trouble with spoken language due to a disability or condition (augmentative and alternative communication), or those with deaf family members, such as children of deaf adults.
It is unclear how many sign languages currently exist worldwide. Each country generally has its own native sign language, and some have more than one. The 2013 edition of Ethnologue lists 137 sign languages. Some sign languages have obtained some form of legal recognition.Linguists distinguish natural sign languages from other systems that are precursors to them or derived from them, such as invented manual codes for spoken languages, home sign, ""baby sign"", and signs learned by non-human primates.
"
17,2911095,Sinitic languages,13547,,,"The Sinitic languages, often synonymous with the Chinese languages, constitute the major branch of the Sino-Tibetan language family. It is frequently proposed that there is a primary split between the Sinitic languages and the rest of the family (the Tibeto-Burman languages), but this view is rejected by an increasing number of researchers. The Bai languages, whose classification is difficult, may be an offshoot of Old Chinese and thus be Sinitic; otherwise Sinitic is defined by the many varieties of Chinese and usage of the term ""Sinitic"" may reflect the linguistic view that Chinese constitutes a family of hundreds of distinct languages, rather than dialects of a single language."
18,226988,Spoken language,5259,,,"A spoken language is a language produced by articulate sounds, as opposed to a written language. Many languages have no written form and so are only spoken. An oral language or vocal language is a language produced with the vocal tract, as opposed to a sign language, which is produced with the hands and face. The term ""spoken language"" is sometimes used to mean only vocal languages, especially by linguists, making all three terms synonyms by excluding sign languages. Others refer to sign language as ""spoken"", especially in contrast to written transcriptions of signs.In spoken language, much of the meaning is determined by the context. That contrasts with written language in which more of the meaning is provided directly by the text. In spoken language, the truth of a proposition is determined by common-sense reference to experience, but in written language, a greater emphasis is placed on logical and coherent argument. Similarly, spoken language tends to convey subjective information, including the relationship between the speaker and the audience, whereas written language tends to convey objective information.The relationship between spoken language and written language is complex. Within the field of linguistics the current consensus is that speech is an innate human capability, and written language is a cultural invention. However some linguists, such as those of the Prague school, argue that written and spoken language possess distinct qualities which would argue against written language being dependent on spoken language for its existence.Both vocal and sign languages are composed of words. In vocal languages, words are made up from a limited set of vowels and consonants, and often tone. In sign languages, words are made up from a limited set of shapes, orientations, locations movements of the hands, and often facial expressions; in both cases, the building blocks are called phonemes. In both vocal and sign languages, words are grammatically and prosodically linked into phrases, clauses, and larger units of discourse.
Hearing children acquire as their first language the language that is used around them, whether vocal, cued (if they are sighted), or signed. Deaf children can do the same with Cued Speech or sign language if either visual communication system is used around them. Vocal language are traditionally taught to them in the same way that written language must be taught to hearing children. (See oralism.) Teachers give particular emphasis on spoken language with children who speak a different primary language outside of the school. For the child it is considered important, socially and educationally, to have the opportunity to understand multiple languages."
19,253645,Varieties of Chinese,87707,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Map_of_sinitic_languages_cropped-en.svg/33px-Map_of_sinitic_languages_cropped-en.svg.png,Map_of_sinitic_languages_cropped-en.svg,"

Chinese, also known as Sinitic, is a branch of the Sino-Tibetan language family consisting of hundreds of local language varieties that are not mutually intelligible. The differences are greater than within the Romance languages, with variation particularly strong in the more mountainous southeast. The varieties are typically classified into several groups: Mandarin, Wu, Min, Xiang, Gan, Hakka and Yue, though some varieties remain unclassified. Some authors further divide Mandarin, Yue and especially Min. These groups are neither clades nor individual languages defined by mutual intelligibility, but reflect common phonological developments from Middle Chinese.
Chinese varieties differ most in their phonology, and to a lesser extent in vocabulary and syntax. Southern varieties tend to have fewer initial consonants than northern and central varieties, but more often preserve the Middle Chinese final consonants. All have phonemic tones, with northern varieties tending to have fewer distinctions than southern ones. Many have tone sandhi, with the most complex patterns in the coastal area from Zhejiang to eastern Guangdong.
Standard Chinese, a form of Mandarin, takes its phonology from the Beijing dialect, with vocabulary from the Mandarin group and grammar based on literature in the modern written vernacular. It is one of the official languages of China.
Taiwanese Mandarin is one of the official languages of Taiwan. Standard Singaporean Mandarin is one of the four official languages of Singapore. Chinese (specifically, Mandarin Chinese) is one of the six official languages of the United Nations.
"
20,192825,Azerbaijani language,56793,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Idioma_azer%C3%AD.png/50px-Idioma_azer%C3%AD.png,Idioma_azerí.png,"


Azerbaijani () or Azeri (), also referred to as Azerbaijani Turkic or Azerbaijani Turkish, is a Turkic language spoken primarily by the Azerbaijani people, who live mainly in the Republic of Azerbaijan (former Soviet) where the North Azerbaijani variety is spoken, and in the Azerbaijan region of Iran, where the South Azerbaijani variety is spoken. Although there is a very high degree of mutual intelligibility between both forms of Azerbaijani, there are some significant differences in phonology, lexicon, morphology, syntax and sources of loanwords.North Azerbaijani has official status in the Republic of Azerbaijan and Dagestan (a federal subject of Russia) but South Azerbaijani does not have official status in Iran, where the majority of Azerbaijani people live. It is also spoken to lesser varying degrees in Azerbaijani communities of Georgia and Turkey and by diaspora communities, primarily in Europe and North America.
Both Azerbaijani varieties are members of the Oghuz branch of the Turkic languages. The standardized form of North Azerbaijani (spoken in the Republic of Azerbaijan and Russia) is based on the Shirvani dialect, while Iranian Azerbaijani uses the Tabrizi dialect as its prestige variety. Azerbaijani is closely related to Gagauz, Qashqai, Crimean Tatar, Turkish and Turkmen, sharing varying degrees of mutual intelligibility with each of those languages. According to linguistic comparative studies, the closest relative of Azerbaijani is the Turkmen language."
21,19984080,Finnish language,83608,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Finnish_language_updated2.png/33px-Finnish_language_updated2.png,Finnish_language_updated2.png,"Finnish (endonym: suomi <span title=""Representation in the International Phonetic Alphabet (IPA)"">[ˈsuo̯mi] (listen) or <i lang=""fi"" title=""Finnish language text"">suomen kieli <span title=""Representation in the International Phonetic Alphabet (IPA)"">[ˈsuo̯meŋ ˈkie̯li]) is a Uralic language of the Finnic branch spoken by the majority of the population in Finland and by ethnic Finns outside Finland. Finnish is one of the two official languages of Finland (the other being Swedish). In Sweden, both Finnish and Meänkieli (which has significant mutual intelligibility with Finnish) are official minority languages. The Kven language, which like Meänkieli is mutually intelligible with Finnish, is spoken in Norway's Finnmark by a minority group of Finnish descent.
Finnish is typologically agglutinative and uses almost exclusively suffixal affixation. Nouns, adjectives, pronouns, numerals and verbs are inflected depending on their role in the sentence. Sentences are normally formed with subject–verb–object word order, although the extensive use of inflection allows them to be ordered otherwise, and word order variations are often reserved for differences in information structure. The orthography is a Latin-script alphabet derived from the Swedish alphabet, and for the most part each grapheme corresponds to a single phoneme and vice versa. Vowel length and consonant length are distinguished, and there are a range of diphthongs, although vowel harmony limits which diphthongs are possible.
"
